label,headline
1,Par avārijas izraisīšanu Apšupes krustojumā tiesās Indijas pilsoni
1,Par ko liecina pirmie monitoringa darbu rezultāti?
2,"Par ko nedrīkst nerunāt? ""Lampa"" izziņo sarunu festivāla programmu"
2,Par ko nedrīkst nerunāt? LAMPA izziņo 2026.gada programmu
0,Par neatbilstošu Satversmei atzīta norma par ūdens patēriņa starpības sadali
1,Par netiklām darbībām pie skolas Imantā policija aiztur vīrieti
1,Par piedzeršanos Liepājas deju svētkos atlaiž trīs Tukuma jauniešu pārvadāšanai nolīgtus šoferus
1,Par sadarbību ar Krieviju Ukrainā aizturēti daudzi nepilngadīgie
1,Par seksuālu vardarbību pret pacientēm ārstam imunologam Ņikiforenko piespriež 13 gadus cietumā
1,Par slepkavību Ogrē policija rosina apsūdzēt sievieti
1,Par slepkavību meklēta persona atpūšas Silakrogā un tiek aizturēta
0,Par Ādažu novada domes priekšsēdētāju ievēlēts Miglāns
0,"Partijas ""Kopā Latvijai"" valdes loceklis arestēts par ziņošanu Krievijas dienestiem"
0,"Partijas ""Kopā Latvijai"" valdes loceklis arestēts par ziņošanu Krievijas dienestiem, ziņo ""Nekā personīga"""
0,"Partiju reitingi: Nacionālajai apvienībai lielākais kritums, bet atbalsts – ""Progresīvajiem"""
0,Pasaules vēja dienā aicina izzināt vēja enerģijas nozīmi
1,"Pateicoties Irānas karam, ASV kļuvušas par pasaulē lielāko naftas eksportētājvalsti"
1,Paziņojums par iespējamu gaisa telpas apdraudējumu pārtrauc Rēzeknes novada domes sēdi
1,"Pašvaldība aicina ""Rīgas ūdeni"" izvērtēt iespēju ieviest mākslīgā intelekta rīkus"
0,Pašvaldības policija no antisanitāriem apstākļiem Rīgas centrā izņem nepilngadīgu meiteni
0,Pensiju sistēmas ilgtspējai jāpārskata pensiju līmeņi
0,"Pentagons gatavojas atteikties no ""Tomahawk"" piegādes Vācijai, ziņo ""Politico"""
1,Pentagons publisko iepriekš slepenus dokumentus par NLO
0,Pentagons samazina brigāžu skaitu Eiropā
0,Pie Berģu Mūzikas un mākslas skolas pēc izkāpšanas no autobusa notriekts bērns
0,Pie Brīvības pieminekļa izstāda Ukrainā ievainoto karavīru evakuācijas transportlīdzekļus
0,Pie Brīvības pieminekļa notiek ziedojumu vākšana Ukrainas ievainoto karavīru evakuācijas turpināšanai
0,Pie Brīvības pieminekļa novietos Ukrainā ievainoto karavīru evakuācijas auto
0,Pie Hormuza šauruma avarējis ASV helikopters
0,"Pie Ložmetējkalna, Daugmalē un pie lidostas – Rīgas zemessargi mācības pilnveidos iemaņas; iedzīvotājus aicina neuztraukties"
0,Pie Rīgas robežas deg atkritumu poligons 3000 kvadrātmetru platībā
0,Pie Saeimas norisināsies pikets pret dējējvistu turēšanu sprostos
0,Pie Stradiņa slimnīcas uzņemšanas mēdz veidoties stundām gari NMPD brigāžu sastrēgumi
0,Pieaugošais lietu apjoms tiesu sistēmā prasa ilgtermiņa un strukturālus risinājumus
0,Piebremzē lēmumu par tirdzniecību ar Krieviju un Baltkrieviju veicošu uzņēmumu publiskošanu
0,Pieciem Ašeradena biroja darbiniekiem kompensācijās izmaksāti 41 300 eiro
0,Pieciem Švinkas biroja darbiniekiem kompensācijās izmaksāti 35 000 eiro
0,Piektdien būs mainīgs mākoņu daudzums
0,Piektdien būs mākoņains laiks ar īslaicīgu lietu
0,Piektdien ceļu satiksmes negadījumos Latvijā gājuši bojā divi cilvēki
0,"Piektdien daudzviet īslaicīgi līs, vietām gaidāms pērkona negaiss"
0,Piektdien debesis pakāpeniski skaidrosies un uzspīdēs saule
0,Piektdien maksimālā temperatūra būs +19 grādi
0,Piektdien vietām debesis skaidrosies
0,Piektdiena būs mākoņaina un silta
0,Piektdiena būs saulaina un sausa
0,"Piektdienas rītā deg ""Rosņeftj"" rūpnīca Rjazaņā"
0,Piemaskavā sprādzienā nogalināts krievu ģenerālis
1,"Pieminekļu kari turpinās. Kāpēc Jūrmalā ir monuments karavīriem, kuri nošāva Neatkarības kara varoni"
1,"Pienācis laiks tiešiem Eiropas kontaktiem ar Krieviju, uzskata Somijas prezidents"
0,Pierīgas ūpēni Alma un Ansis apgredzenoti; viņu gaitām var sekot līdzi tiešsaistē
1,Piezīmes no Maskavas. Kā igauņu diplomāti jau 2000. gadā brīdināja par Putinu
0,Pieņem jaunu Imigrācijas likumu ar pastiprinātu kontroli un investīciju programmām
0,Pildas upē Ludzas novadā konstatē neattīrītu notekūdeņu un dūņu noplūdi
0,Pilnveidos civilās aizsardzības mācību plānošanu un izvērtēšanu
1,Pilnībā kontrabandu izskaust nebūs iespējams
0,Pirmdien Latvijas lielākajā daļā brīžiem līs; vietām ducinās
0,"Pirmdien būs mainīgs mākoņu daudzums, vietām līs"
0,"Pirmdien gaidāms lietus, dažviet iespējams arī pērkona negaiss"
1,Pirmdien no ārstniecības iestādes izbēdzis apcietinātais; policija viņu stundas laikā notvērusi
0,Pirmdiena būs lietaina un dažviet iespējams pērkona negaiss
0,Pirmdiena būs patīkami silta – gaiss iesils līdz pat +20 grādiem
0,Pirmdiena iesāksies ar mākoņainu laiku; gaidāms lietus
1,Pirmo reizi kopš jūnija sākuma gaisa temperatūra Latvijā noslīdējusi zem normas
1,Pirmo reizi šogad gaisa temperatūra Latvijā pakāpusies virs +20 grādiem
0,Pirms 85 gadiem izveda 16 tūkstošus – Rīgā un Latvijā piemin komunistiskā genocīda upurus
0,Pirms apkures sezonas vēlas palielināt atbalstu Goda ģimenēm energoiekārtu iegādei
1,"Pistoriuss satraukts par gaidāmo ASV lēmumu neizvietot Vācijā raķetes ""Tomahawk"""
0,"Plašākie ceļu būvdarbi notiek Balvu, Bārbeles un Valdemārpils apkārtnē"
1,"Policija Daugavpilī uziet 40 760 nelegālu cigarešu, divas gāzes pistoles un nelegālu TV pieslēgumu"
1,Policija Latgalē pirmo reizi kā drošības līdzekli piemērojusi elektronisko uzraudzību
1,Policija Madridē veic kratīšanu sociālistu partijas galvenajā mītnē
1,Policija Vecmīlgrāvī aiztur iereibušu BMW vadītāju; vainīgā bēg un izmanto piparu gāzi
1,Policija aizdomās par Baložos pastrādātu slepkavību aiztur vīrieti
0,Policija atradusi personu lietā par it kā Smiltenes novadā nokritušu dronu
1,"Policija brīdina – zagļi izmanto ierīces, lai traucētu aizslēgt mašīnu"
1,Policija izmanto šaujamieroci un par bēgšanu aiztur migrantu pārvadātāju no Francijas
0,Policija meklē bezvēsts prombūtnē esošo Alisi Kozuļinu
0,Policija pabeigusi izmeklēšanu par 18 automašīnu bojāšanu Daugavpilī
0,Policija veiksmīgi atradusi bezvēsts prombūtnē esošo zēnu
1,"Policijas busiņš ieslēdz bākugunis un uzreiz veic strauju manevru, izraisot sadursmi"
1,Policists iemūžina apzinīgus satiksmes dalībniekus – aļņus
0,Polija ir saņēmusi garantijas par ASV karavīru palikšanu valstī
0,Polija piedāvājusi izvietot savā teritorijā jaunu pastāvīgu ASV militāro bāzi
0,Polija un Ungārija Briselē aizstāvēs kopīgās intereses
1,"Polija varētu piedot Fico par braucienu uz Maskavu, ja viņš nebloķēs palīdzību Ukrainai"
1,Polijas eksperts: ASV un arī Vācija neļauj mums pretoties Krievijai. Līdzēt var tikai Ukraina
1,Polijā 173 personas apsūdz nelegālā sašķidrinātās gāzes ievešanā no Latvijas un Lietuvas
1,Polijā apsūdzētais bijušais tieslietu ministrs Zjobro manīts ASV
1,Polijā ar ūdeņradi darbināmais transports saskaras ar vairākām ķibelēm
1,Politiķa publicētais attēls sabiezina draudus. Bartaševičs skaidro – gribējis pasargāt bērnus
0,Politoloģe komentē Citskovska pievienošanos JKP
0,"Portfeļi valdībā dalīti atbilstoši ""partiju DNS"", pauž Kulbergs"
0,Portālā Latvija.gov.lv ieviestas būtiskas pārmaiņas
0,Potenciālā koalīcija vienojas par darāmajiem darbiem; vēlāk sekos amatu sadale
1,Premjers atbalsta stingrāku pieeju migrācijas jautājumiem
0,Premjers ministru darbus sola vērtēt vismaz reizi mēnesī
0,Premjers neredz vajadzību piešķirt valsts naudu bridža čempionātam
0,Premjers nosaka 30 dienu moratoriju lielajiem IKT iepirkumiem
0,Premjers vēlētos izmaiņas pašvaldību finanšu izlīdzināšanas risinājumā
0,Preses konferencē informē par Latvijas teritorijā notriekto dronu
1,Pret Rīgas digitālās aģentūras direktoru sāk disciplinārlietu
1,"Pret mācītāju Eimani publiski izvirzītās apsūdzības izvērtējam ar vislielāko nopietnību, norāda LELBP"
0,Privātpersonām aizliedz filmēt Rīgas domes sēdes
0,"Prognozes par ASV aiziešanu no Eiropas nav piepildījušās, norāda Riekstiņš"
0,Prokuratūra pārsūdz lēmumu par krematorijas būvniecību Jelgavas novada Salgales pagastā
1,Prokuratūra pārsūdzējusi attaisnojošo spriedumu lietā pret tadžiku par bēgšanu no robežsargiem
1,Prokuratūrai nodod lietu par pērn Jūrmalā izdarītu vīrieša slepkavību un līķa sagraizīšanu gabalos
0,Prokuratūrai nodots kriminālprocess par valsts simbola zaimošanu Ilūkstē
1,"Protestējot pret karu, viņš aizdedzinājās un mira. Krievijas režīms darīja visu, lai to noklusētu"
0,Purvciemā par šaušanu uz vārnām aiztur pensionāru
0,Puse Gaļas paviljona tirgotāju savu produkciju tirgo citviet Rīgas Centrāltirgū
1,Putins atkal žvadzina kodolieročus; ISW to saista ar 9. maija izgāšanos
1,Putins atsaka Zelenskim tikšanos un viņa vēstuli nodēvē par nekaunīgu
0,Putins devies vizītē uz Ķīnu
1,"Putins ir palaidis garām iespēju izkļūt no sava neveiksmīgā kara, secina Sibiha"
1,Putins min Šrēderu kā iespējamo ES pārstāvi sarunās par kara izbeigšanu Ukrainā
0,Putins nākamnedēļ apmeklēs Ķīnu
0,Putins paraksta likumu par armijas izmantošanu ārvalstīs
0,"Putins parādē Maskavā runā par ""uzvarām"" karā Ukrainā"
1,Puče pārsūdzējis spriedumu lietā par golfa laukuma dalībnieku sapulces lēmumu
1,Pārsūdz spriedumu bijušā LU rektora Muižnieka lietā
1,Pārsūdzēts spriedums bijušā katoļu draudzes prāvesta Damberga lietā par bērna seksuālu izmantošanu
0,Pārtraukti drona atlūzu meklēšanas darbi Rēzeknes novadā
0,"Pēc ""Flamingo"" uzbrukuma deg rūpnīca Čeboksaros; cieš arī citi objekti Krievijā"
0,"Pēc ""The Insider"" izmeklēšanas GRU darbiniekam Beļģijā piespriež cietumsodu"
1,Pēc 11 gadīgas meitenes slepkavības Makrons pauž satraukumu par sabiedrības uzticību varasiestādēm
0,Pēc Kučinska došanās valdībā viņa vietā komisijas vadībā ievēlē Līdaku
1,Pēc Maskavas draudiem uzbrukt Kijivai ES izsauc Krievijas diplomātu
0,Pēc Trampa Ķīnas vizītes Taivāna aicina ASV turpināt tai piegādāt ieročus
1,Pēc aculiecinieka ziņojuma par aizdomīgiem stopētājiem Ogres novadā aiztur astoņus nelegālos migrantus
0,"Pēc dronu incidentiem izgaismojas 112.lv problēmas; uzlabojumiem vajag 600 tūkstošus eiro, ziņo LTV"
1,"Pēc jauna konsulāta atvēršanas grenlandieši izgājuši ielās, protestējot pret Trampu"
1,"Pēc krievu ""Starlink"" termināļu atslēgšanas Ukraina atkarojusi ievērojamu okupēto teritoriju, vēsta medijs"
0,Pēc lietaina nedēļas sākuma gaidāms siltāks un sausāks laiks
0,Pēc lietaina rīta sestdien uzspīdēs saule
0,Pēc maijā pārtrauktajiem eksāmeniem valdība lemj par agrāku fizikas pārbaudījuma papildtermiņu
0,Pēc mežu ugunsgrēku izcelšanās Čornobiļas rezervātā paaugstināts radiācijas līmenis Latvijā nav konstatēts
0,Pēc migranta sarīkota uzbrukuma Belfāstā sākušies vardarbīgi protesti
0,Pēc remonta atkal darbojas unikālā Līgatnes pārceltuve
0,Pēc sadursmes ar meža dzīvnieku Krāslavas novadā gājis bojā motociklists
0,"Pēc tikšanās ar JV Kulbergs pieļauj koalīciju arī ar ""Progresīvajiem"""
0,Pēc triumfa Pasaules kausā Miezis saņems 5000 eiro no Ķekavas novada
0,Pēc četrarpus stundu meklēšanas meiteni Daugavpilī atrod viņas dzīvesvietā
2,Pēdējie torņu dežuranti. Kā Latvija riskē ar saviem mežiem
2,Pēdējās dienas pirms eksāmena: ko darīt un no kā labāk izvairīties
0,Pērkona negaiss sasniedzis Līvānu novadu
1,RAKUS aicina nekautrēties runāt par urīna nesaturēšanu un meklēt palīdzību
0,RAKUS jaunceļamajā korpusā nebūs patvertnes
0,RAKUS jaunceļamajā korpusā netiek plānota patvertne
0,RAKUS kuņģa vēža pacientei veic unikālu operāciju
0,RAKUS pilotprojektā uzlabo vēža diagnostiku un ārstēšanu
0,RTU no maija izmantos tikai zaļo enerģiju
0,RTU veido centru apritīgas un klimatneitrālas būvniecības attīstībai
0,Raganā un Rēzeknē paplašinās biometāna infrastruktūru
1,Raiskuma pagastā nevērīgs VW vadītājs gandrīz izraisa smagu avāriju
1,"Raivis Melnis: VAD modeli var uzlabot; Tiek strādāts, lai dronus notriektu maksimāli efektīvi un lēti"
0,Ratnieks atteicies no Saeimas deputāta mandāta
1,"Reaģējot uz Krievijas provokācijām, Čehijas prezidents aicina NATO veikt izlēmīgas darbības"
2,"Referendumi, Rietumi un Putina dusmas"
1,"Reportāža no dzimtas mājām Vidzemes jūrmalā. Te vētras ""piederas pie lietas"""
1,"Rietumi, iespējams, nogremdējuši Krievijas kuģi ar kodoltehnoloģijām, ziņo CNN"
1,Rinkēvičs dod Kulbergam iespēju izveidot valdību
1,"Rinkēvičs gatavs palīdzēt ""pārraut dambjus"" koalīcijas sarunās; pieļauj arī mazākuma koalīciju"
1,Rinkēvičs mudina neļauties Krievijas meliem un uzticēties drošības institūciju informācijai
0,Rinkēvičs pateicas Maltas Ordenim par atbalstu Latvijai
0,Rinkēvičs piektdien tiksies ar visu Saeimas frakciju pārstāvjiem
0,Rinkēvičs un Kulbergs informē par progresu valdības izveidē
2,"Rites viltība, lai Tramps nevar paziņot par izstāšanos – kādēļ NATO samiti varētu nenotikt ik gadu?"
2,"Roberts Rasums: Kad autonomās ieroču sistēmas nogalina pašas – ukraiņu ""Terminatoru"" gadījums"
0,Robežsardzei iegādāsies trīs helikopterus par 80 miljoniem eiro
0,Ropažu novada domē mainījusies koalīcija un par mēru ievēlēts Draudiņš
0,Rosina atteikties no prakses veikalos norādīt pārtikas produktu izcelsmes valsti
1,"Rosina liegt pretendēt uz patvērumu personām, kas patvaļīgi pametušas uzturēšanās centrus"
0,Rosļikova vietā darbu Rīgas domē sāk deputāts Kozlovs
0,Rosļikovam anulē Rīgas domes deputāta mandātu
1,"Rosļikovs ar domubiedriem Lietuvā un Igaunijā organizējis kustību neuzticības valstij vairošanai, pēta LTR"
1,"Rosļikovs, lietuvietis Kandrots un viņu sabiedrotie Igaunijā organizē kustības neuzticības vairošanai, secināts pētījumā"
1,"Rotaļlietas – viena no visbiežāk viltotajām preču kategorijām, brīdina Patentu valde"
1,Rubio brīdina par Ukrainas kara eskalācijas risku
1,Rumānija mudina stiprināt ES austrumu flanga aizsardzību pret Krievijas droniem
0,Rumānijas ostā uzsprādzis Ukrainas jūras drons
0,Rumānijas premjerministrs neiztur uzticības balsojumu
1,Rumānijā atrasts vēl viens drons; Rite sola NATO solidaritāti
0,Rumānijā daudzdzīvokļu namā Galacā ietriecies Krievijas drons (plkst. 10.03)
1,Rutuli tiesās par transportlīdzekļa vadīšanu vairāk nekā 2 promiļu reibumā
0,Rēzeknē drona incidentā bojāti četri tukši naftas rezervuāri
0,"Rēzeknē esošajā naftas uzglabāšanas objektā bijuši divu dronu triecieni, apstiprina VP"
0,Rīdzinieki aktīvi līdzdalības budžeta projektu konkursā – iesniegti rekorddaudz pieteikumu
0,Rīgas centrā norisināsies Pasaules asinsdonoru dienai veltīts pasākums
0,Rīgas centrā norisināsies praids
0,Rīgas dome maina divu komiteju nosaukumus
0,Rīgas dome no darba atbrīvo trīs izglītības iestāžu direktorus
0,Rīgas dome piešķir 100 000 eiro bridža čempionātam
1,Rīgas domes komitejas sēdē sakaujas deputāti (plkst. 16.40)
0,Rīgas maratona laikā gaidāmi plaši satiksmes ierobežojumi
0,Rīgas pašvaldība mudina iedzīvotājus negaisa laikā bez īpašas vajadzības neuzturēties ārpus telpām
0,"Rīgas tiesa nemaina PTAC piemēroto 10 000 eiro sodu ""Ride"""
0,Rīgā aktualizēts rīcības plāns potenciāla apdraudējuma gadījumā
0,Rīgā ar dažādiem pasākumiem atzīmēs praida nedēļu
0,Rīgā atsevišķās apkaimēs skalos ūdensvadus
1,Rīgā autovadītājs trīs promiļu reibumā ietriecies tramvajā
0,Rīgā darbu sākuši vēl četri jauni mobilitātes punkti
0,Rīgā dezinficēs ūdensvadus; uzturā jālieto vārīts ūdens
0,Rīgā glābēji dzēsuši konteinerus ar degošām litija baterijām
0,Rīgā iesvētītas Neatkarīgā Maltas Ordeņa vēstniecības telpas
0,Rīgā iet bojā zem vilciena pakļuvis vīrietis
0,Rīgā notiks holokaustā cietušo ebreju piemiņas gājiens
0,"Rīgā pulcēsies ES revidenti, lai spriestu par aizsardzības tēriņu pieaugumu"
0,Rīgā skries 43 tūkstoši ļaužu – gaidāmi plaši satiksmes ierobežojumi
0,Rīgā svinēs Spānijas bruņoto spēku dienu – gaidāmi satiksmes ierobežojumi
0,Rīgā svinēs Starptautisko bērnu aizsardzības dienu
0,Rīgā trolejbuss ietriecies stabā; cietušo nav
1,"Rīgā velobraucēji pulcējas ""Kritiskajā masā"""
0,SEB bankas kientiem iespējami traucējumi ar maksājumu karšu norēķiniem
1,SKT galvenais prokurors Hans atstādināts aizdomās par seksuāla rakstura noziegumu
1,ST vēršas Eiropas Savienības Tiesā lietā par solidaritātes iemaksas atlaidi
0,Saeima apstiprina 43. Ministru kabinetu ar Kulbergu tās vadībā
1,Saeima konceptuāli atbalsta stingrākas prasības vēja elektrostaciju darbībai
0,Saeima lems par uzticības izteikšanu Kulberga valdībai
0,Saeima nevērtēs priekšlikumu likvidēt KEM
0,Saeima nevērtēs priekšlikumu likvidēt SIF
0,"Saeima noraida Kulberga un Valaiņa priekšlikumus ""zelta vīzu"" piešķiršanai"
0,Saeima noraida ieceri aizliegt dējējvistu turēšanu sprostos
0,Saeima noraida ierosinājumu likvidēt KEM
0,Saeima noraida piedāvājumu aizliegt dējējvistu turēšanu sprostos
0,Saeima pieņem grozījumus Eiropas Mediju brīvības akta ieviešanai Latvijā
0,Saeima pārskata imigrācijas regulējumu
0,Saeima sanāk uz neatkarības atjaunošanai veltīto svinīgo sēdi
0,Saeima uzdod valdībai nodrošināt valsts atbalstu 1. tipa diabēta pacientiem
0,Saeima vairākiem deputātiem atjauno pilnvaras un apstiprina pagaidu mandātus
1,Saeima virza pretrunīgi vērtētu priekšlikumu krievu valodas lietojumam sabiedriskajos medijos
0,"Saeimas Nacionālās drošības komisijas vadītājam grūti atbildēt, vai uzticas AM politiskajai vadībai"
0,Saeimas debates par jauno valdību
0,Saeimas deputāts Burovs pērn algā un pensijā saņēmis vairāk nekā 100 000 eiro
0,Saeimas komisija dod zaļo gaismu jaunam Imigrācijas likumam; pastiprinās kontroli pār ieceļotājiem
0,Saeimas komisijā sola pastiprinātu uzraudzību bāriņtiesu reformas īstenošanai
1,"Saeimas priekšsēdētāja svētkos aicina novērtēt mūsu brīvību, valsti un valodu"
0,Saeimā atgriežas Siliņa
1,Saeimā neiekļuvušie politiskie spēki gatavojas atgriešanās mēģinājumam
0,Saeimā partijas paraksta Kulberga valdības deklarāciju un sadarbības līgumu
0,Saistībā ar vēja radītiem postījumiem VUGD ceturtdien saņemti 26 izsaukumi
1,Sanktpēterburgā triecienā aizdedzies naftas terminālis; Zelenskis slavē ukraiņu veikumu (plkst.12.50)
2,"Satiec ""Delfi"" autorus un uzzini, kas slēpjas aiz stāstiem par Epstīna failiem"
1,Saņemti pirmie signāli par iespējamiem priekšvēlēšanu aģitācijas pārkāpumiem
1,Senāts izšķir Baires strīdu ar KNAB par pašvaldības sasniegumu slavēšanu pirms vēlēšanām
1,Servisa darbinieks divās promilēs ar klienta mersedesu izraisa avāriju
0,Sestdien Latvijā daudzviet laiku pa laikam līs
1,"Sestdien aizturēti trīs ""uzvaras dienas"" svinētāji"
0,Sestdien būs apmācies laiks
0,Sestdien gaiss iesils līdz +21 grādam
0,Sestdien saule mīsies ar mākoņiem
0,Sestdien ugunsgrēkos Liepājā un Ogrē dzīvību zaudējuši divi cilvēki
0,Sestdien visā Latvijā gaiss iesils līdz +23 grādiem
0,"Sestdiena Latvijā būs salīdzinoši vēsa, austrumu daļā ilgstoši līs"
0,Sestdiena būs mākoņaina
2,Shēmas šķērsgriezums: kā liels Ķīnas uzņēmums apgādā Krievijas dronu ražotājus
0,Signālus par iespējamu krāpšanos iepirkumos Abu Meri uztver nopietni
0,"Siliņa ""Progresīvajiem"" piedāvājusi kompensāciju – cita ministra portfeli pēc izvēles, saka Simanovska"
0,Siliņa apsvērtu piedāvājumu ieņemt aizsardzības ministres amatu
0,Siliņa atgriezīsies Saeimā
0,Siliņa atstāj Ministru prezidentes amatu un atskaitās par paveikto
0,Siliņa demisionē; no amata atbrīvo Krauzi
1,"Siliņa gatava turpināt sadarbību ar ""Progresīvajiem""; vēl nav zināms, vai gatavība ir abpusēja"
1,"Siliņa ir gāzusi savu valdību, paziņo Šuvajevs"
0,Siliņa no amata atstādina arī Valsts kancelejas direktoru
0,Siliņa nodod Ministru prezidenta pilnvaras Kulbergam
0,Siliņa pildīs aizsardzības ministra pienākumus
0,Siliņa pildīs aizsardzības ministres pienākumus; Sprūds atgriezīsies Saeimā
0,Siliņa sniedz paziņojumu
1,Siliņa tomēr neuzrunās Saeimu; sniegs paziņojumu valdības mājā
0,"Siliņa uz tikšanos ar ""Progresīvajiem"" ņems līdzi jauno aizsardzības ministra kandidātu"
0,"Siliņa valsts svētkos novēl redzēt pāri sociālo tīklu ""burbuļiem"""
1,"Siliņa vēl nav izlēmusi, vai sūdzēs tiesā Citskovski"
1,Siliņas demisija vēl nenozīmē šīs valdības beigas
1,"Siliņas demisionējusī valdība var nostrādāt līdz vēlēšanām, pieļauj Šlesers"
0,Sizraņā deg naftas pārstrādes rūpnīca
1,"Sji sarunā ar Trampu izteicies, ka Putins varētu nožēlot iebrukumu Ukrainā"
1,Sji un Putins aicina rast risinājumu Ukrainas kara izbeigšanai (plkst. 17.46)
0,Sji un Trampa tikšanās atskaņas: Ķīna pastiprina jūras spēku klātbūtni pie Taivānas
0,Skatītākais kanāls maijā bijis LTV1
0,Slimnīcu tīkla reforma: VM nodod plānu sabiedriskajai apspriešanai
0,Slimnīcu tīkla reforma: visās uzņemšanas nodaļās nepārtraukti dežurēs vismaz viens ārsts
0,Slimnīcās joprojām nepieciešamas asinis; aicina atsaukties donorus
0,Slovākija drošības apsvērumu dēļ uz īsu brīdi slēdz Ukrainas robežu
0,Slovēnija atceļ Izraēlas premjera iebraukšanas aizliegumu un ieroču embargo
1,Slovēnijas konservatīvais ekspremjers Janša paziņo par koalīcijas vienošanos
0,Slovēnijas parlaments premjera amatā ievēl Janšu
0,"Smiltenes novadā siena šķūņa ugunsgrēkā dzīvību, iespējams, zaudējis pusaudzis"
0,Smiltēna birojā par parlamentāro sekretāru sācis strādāt Vitovskis
0,Smiltēns pieprasa atbildes par nāves gadījumiem ieslodzījuma vietās
2,Soli pa solim: Kā Putina rokaspuiši Rietumeiropā organizēja vandālisma aktus
2,"Solīja atgūt naudu, bet apkrāpa vēlreiz. Harkivā izjaukts telefonkrāpnieku tīkls – 50 cietušie no Latvijas"
0,"Somijas gaisa telpu, iespējams, pārkāpusi Krievijas militārā lidmašīna"
0,Sprindžuks pērn pārdevis zemesgabalus Ādažos
0,Sprūda biroja darbiniekiem pabalstos un kompensācijās izmaksās 52 261 eiro
0,"Sprūdam atgriežoties parlamentā, deputāta mandātu zaudēs Levrence"
0,Sprūds atgriežas Saeimā
1,Sprūds nedēļas nogalē būs atvaļinājumā; apmeklēs bēres
0,Spēcīgā zemestrīcē Filipīnās vismaz 19 bojāgājušie
0,Staiceles ielā Rīgā nobrucis sestā stāva dzīvokļa balkons
0,Stiprināt civilās veselības aprūpes sistēmu – Baltijas valstis paraksta deklarāciju
0,"Stradiņa slimnīca atzīst pacientu plūsmas virzīšanas izaicinājumus, bet meklē risinājumus"
0,Stradiņa slimnīcas valdes locekle Žentiņa: Rīgā trūkst vēl kādas neatliekamās palīdzības slimnīcas
0,"Strupceļš Ukrainā var pamudināt Putinu uzbrukt Eiropai, raksta WSJ"
0,Svētdien Latvijas lielākajā daļā brīžiem uzlīs un iespējama zibeņošana
0,Svētdien ceļu satiksmes negadījumos Latvijā cietuši 11 cilvēki
0,Svētdien debesis brīžiem skaidrosies un uzspīdēs saule
0,Svētdien debesis būs mākoņainas
0,Svētdien gaiss iesils līdz +23 grādiem
0,Svētdien pēcpusdienā traucēta elektroapgāde Dobeles novadā; elektroapgāde atjaunota
0,Svētdien tikai Latvijas austrumos gaidāms lietus
0,Svētdien vietām gaidāms lietus un līdz +18 grādiem
0,Svētdiena būs mākoņaina; gaiss iesils līdz +25 grādiem
0,Svētdiena iesils līdz +24°un sāksies saulaina; vēlāk iespējams lietus
0,Svētdienas naktī Latvijā ducinās pērkons un daudzviet līs
0,"Svētki ģimenēm ""TrādiRīga"" Uzvaras parkā pulcē tūkstošus"
1,Sākas gada gaišākais ceturksnis – solārā vasara
0,Sākas oficiālais priekšvēlēšanu aģitācijas periods pirms 15. Saeimas vēlēšanām
0,Sākas peldsezona – ūdens kvalitāte atbilst prasībām
1,"Sākts kriminālprocess par smagu miesas bojājumu nodarīšanu konfliktā Jūrmalā, Jomas ielā"
0,Sākusies pieteikšanās valsts atbalsta programmai elektroauto iegādei
0,"TM virza grozījumus, skaidri nostiprinot likumā – dzīvnieks nav priekšmets"
2,TVNET GRUPA - Latvijā apmeklētākā mediju grupa maijā
0,Tabores pagastā izglābts mežā apmaldījies cilvēks
0,Talkā pie Inčukalna iestādīti vairāk nekā 7000 priežu stādu
1,Tanzānijas pilsonis mēģina ievest Latvijā ap 60 000 eiro un dārgas rotaslietas
0,Tavara birojā strādās arī eksprezidents Vējonis
1,Tavars vērtēs Čudara lēmumus par Bauskas un Preiļu teritoriju plānojumu apturēšanu
1,"Teherāna apturējusi sarunas ar ASV, ziņo Irānas medijs"
1,Telefonkrāpnieki uzdodas par Rīgas Sociālā dienesta darbiniekiem
2,Telefons kļuva karsts – kā Rēzeknes skolas reaģēja uz drona nokrišanu
1,"Teroristu ieroči – masāžas ierīces un krēmi. ""DHL"" darbiniece Viļņas apgabaltiesā stāsta par savām aizdomām"
1,Tiesa apcietina bijušo franču leģiona karavīru un realitātes šovu dalībnieku Krūmiņu
0,Tiesa apšauba apkaimes biedrības tiesības runāt visu grīziņkalniešu vārdā
0,Tiesa noraida Medņa pieteikumu atcelt ārsta sertifikātu anulēšanu
0,Tiesa noraida Ozoliņa prasību pret Puči par parāda piedziņu
1,"Tiesa piemēro Jermakam apcietinājumu; drošības nauda 2,7 miljoni eiro"
1,Tiesai no jauna būs jāskata mantojuma strīds starp pusbrāļiem
0,Tieslietu ministre Lībiņa-Egnere pērn nopelnījusi vairāk nekā 125 000 eiro
0,Tieslietu ministrija Smiltēna vadībā izvirza trīs galvenos darbības virzienus
0,"Tieslietu ministrija pārskatījusi izdevumus un ietaupījusi 2,5 miljonus eiro"
0,Tiesāšanās par krematorijas būvniecību Jelgavas novada Salgales pagastā turpināsies
2,Topošā aizsardzības ministra Raivja Meļņa CV
1,"Trampa Miera padomes sūtnis Gazas joslā brīdina, ka pamiers draud kļūt pastāvīgs"
0,Trampa politikas izklāsti medijos tiek pie Pulicera balvām
1,Trampam un Netanjahu radušās domstarpības par Irānas kara stratēģiju
